,Crash Type,Collision Type,Crash Severity,Intersection Type,Crash ID,Crash Year
173221,C,5,4.0, ,1572699,2014.0
173228,E,3,4.0, ,1572704,2014.0
173233,C,5,4.0, ,1572705,2014.0
173238,E,3,4.0, ,1572708,2014.0
173244,B,1,5.0,1,1572712,2014.0
173249,C,3,4.0,1,1572714,2014.0
173254,E,3,4.0, ,1572728,2014.0
173260,B,6,5.0,3,1572792,2014.0
173265,H,6,4.0,3,1572795,2014.0
173270,E,3,4.0, ,1572800,2014.0
173277,A,6,5.0,1,1572808,2014.0
173283,H,6,4.0,1,1572810,2014.0
173288,C,5,5.0, ,1572813,2014.0
173293,C,3,5.0, ,1572816,2014.0
173298,B,6,5.0,3,1572818,2014.0
173303,E,3,5.0,1,1572819,2014.0
173308,E,3,5.0,1,1572820,2014.0
173313,2,3,5.0,1,1572823,2014.0
173317,H,6,4.0, ,1572826,2014.0
173322,D,6,5.0, ,1572828,2014.0
173327,B,6,5.0,3,1572830,2014.0
173332,C,3,5.0, ,1572831,2014.0
173337,B,1,4.0,1,1572833,2014.0
173342,C,5,5.0, ,1572836,2014.0
173348,C,7,5.0, ,1572840,2014.0
173353,F,7,4.0, ,1572841,2014.0
173359,E,3,5.0, ,1572844,2014.0
173364,F,6,5.0,1,1572847,2014.0
173370,3,0,4.0,1,1572849,2014.0
173374,C,5,5.0, ,1572852,2014.0
173379,2,7,5.0, ,1572858,2014.0
173383,J,6,5.0,1,1572861,2014.0
173388,C,5,5.0, ,1572862,2014.0
173393,E,3,4.0,1,1572864,2014.0
173398,F,6,5.0,1,1572866,2014.0
173403,C,3,4.0, ,1572867,2014.0
173408,8,9,4.0, ,1572869,2014.0
173411,3,0,4.0,3,1572870,2014.0
173415,E,3,4.0,4,1572871,2014.0
173422,E,3,4.0,1,1572873,2014.0
173428,6,4,4.0, ,1572874,2014.0
173432,E,3,5.0,1,1572875,2014.0
173437,2,3,5.0, ,1572877,2014.0
173441,B,6,5.0,3,1572878,2014.0
173446,C,3,4.0, ,1572880,2014.0
173451,C,5,4.0, ,1572881,2014.0
173456,B,6,4.0,3,1572883,2014.0
173463,C,3,4.0, ,1572884,2014.0
173468,C,5,5.0,1,1572886,2014.0
173473,B,6,5.0,1,1572887,2014.0
173478,2,3,5.0,1,1572896,2014.0
173482,B,1,4.0,1,1572898,2014.0
173488,E,3,5.0,1,1572899,2014.0
173493,B,6,5.0, ,1572900,2014.0
173498,E,3,5.0,1,1572904,2014.0
173503,E,3,4.0, ,1572905,2014.0
173510,A,6,4.0,1,1572907,2014.0
173515,E,3,5.0, ,1572909,2014.0
173520,E,3,5.0,3,1572911,2014.0
173525,E,3,4.0, ,1572913,2014.0
173530,E,3,4.0,3,1572914,2014.0
173535,H,6,4.0, ,1572917,2014.0
173540,B,1,5.0, ,1572919,2014.0
173545,C,3,4.0, ,1572920,2014.0
173550,C,7,4.0, ,1572924,2014.0
173555,G,4,4.0, ,1572928,2014.0
173560,B,1,4.0,1,1572931,2014.0
173565,6,6,4.0,3,1572932,2014.0
173569,B,6,4.0,3,1572938,2014.0
173575,C,5,4.0, ,1572943,2014.0
173582,B,1,5.0,1,1572944,2014.0
173587,A,6,5.0,1,1572947,2014.0
173592,B,6,5.0, ,1572958,2014.0
173597,H,6,4.0, ,1572959,2014.0
173602,C,3,4.0, ,1572962,2014.0
173607,E,3,5.0,5,1572965,2014.0
173612,E,3,5.0, ,1572967,2014.0
173617,E,3,5.0, ,1572969,2014.0
173624,B,1,4.0,1,1572970,2014.0
173629,6,1,4.0, ,1572971,2014.0
173633,H,6,5.0,3,1572973,2014.0
173638,B,7,5.0,5,1572974,2014.0
173643,D,3,4.0, ,1572981,2014.0
173648,B,1,4.0,1,1572986,2014.0
173653,E,3,4.0,1,1572989,2014.0
173658,B,1,5.0,1,1572991,2014.0
173663,B,6,5.0,1,1573003,2014.0
173668,F,7,5.0, ,1573004,2014.0
173673,E,3,4.0,1,1573005,2014.0
173678,H,6,5.0,1,1573006,2014.0
173683,E,3,4.0,1,1573012,2014.0
173690,8,9,5.0, ,1573013,2014.0
173693,E,3,5.0,3,1573016,2014.0
173698,G,4,5.0, ,1573019,2014.0
173703,2,-,5.0, ,1573023,2014.0
173707,E,3,5.0, ,1573027,2014.0
173712,C,3,4.0, ,1573036,2014.0
173717,E,3,4.0, ,1573037,2014.0
173724,H,6,4.0,1,1573040,2014.0
173734,E,3,4.0, ,1573044,2014.0
173745,B,1,4.0,1,1573048,2014.0
173752,B,1,5.0,1,1573050,2014.0
173757,H,6,5.0,1,1573051,2014.0
173762,E,3,4.0,1,1573052,2014.0
173768,E,3,5.0, ,1573053,2014.0
173773,E,3,5.0,3,1573060,2014.0
173780,E,3,4.0,3,1573061,2014.0
173785,C,3,4.0, ,1573063,2014.0
173790,B,1,4.0,3,1573065,2014.0
173797,E,3,4.0, ,1573069,2014.0
173804,E,3,5.0,3,1573070,2014.0
173809,E,3,5.0, ,1573074,2014.0
173816,4,6,5.0,1,1573081,2014.0
173819,E,3,4.0, ,1573083,2014.0
173825,E,3,5.0,5,1573084,2014.0
173832,G,4,5.0, ,1573086,2014.0
173839,D,3,5.0,1,1573087,2014.0
173844,B,1,4.0,1,1573088,2014.0
173850,B,6,4.0, ,1573089,2014.0
173855,C,&,5.0, ,1573091,2014.0
173863,E,3,4.0,1,1573092,2014.0
173872,H,6,5.0,3,1573093,2014.0
173877,E,3,4.0,1,1573095,2014.0
173883,B,6,4.0, ,1573096,2014.0
173888,E,3,5.0, ,1573097,2014.0
173893,B,6,4.0,3,1573098,2014.0
173899,H,6,4.0,1,1573099,2014.0
173905,E,3,5.0, ,1573101,2014.0
173910,E,3,5.0, ,1573102,2014.0
173915,B,1,5.0,1,1573103,2014.0
173920,E,3,5.0,3,1573105,2014.0
173925,C,5,4.0, ,1573107,2014.0
173931,C,5,5.0, ,1573109,2014.0
173936,D,3,5.0,1,1573110,2014.0
173941,2,6,5.0,1,1573111,2014.0
173945,C,5,5.0, ,1573112,2014.0
173950,B,6,4.0, ,1573113,2014.0
173957,J,6,5.0,6,1573114,2014.0
173962,E,3,4.0,1,1573116,2014.0
173967,E,3,5.0, ,1573117,2014.0
173972,B,6,4.0,4,1573118,2014.0
173977,B,1,5.0,1,1573119,2014.0
173985,6,5,4.0, ,1573123,2014.0
173989,C,3,4.0, ,1573125,2014.0
173994,C,3,4.0, ,1573129,2014.0
173999,C,3,4.0, ,1573137,2014.0
174004,B,1,4.0,1,1573141,2014.0
174009,E,3,4.0,1,1573143,2014.0
174016,E,3,4.0,1,1573145,2014.0
174021,E,3,4.0, ,1573154,2014.0
174028,E,3,4.0,1,1573161,2014.0
174033,D,6,4.0,1,1573164,2014.0
174038,E,3,5.0,1,1573166,2014.0
174043,E,3,5.0,1,1573168,2014.0
174048,D,&,4.0, ,1573174,2014.0
174057,D,3,5.0,1,1573176,2014.0
174062,B,6,5.0, ,1573179,2014.0
174068,B,6,5.0, ,1573185,2014.0
174073,H,6,4.0,1,1573189,2014.0
174078,6,1,4.0,1,1573193,2014.0
174082,B,1,5.0,1,1573196,2014.0
174087,E,3,5.0,1,1573199,2014.0
174093,B,6,4.0, ,1573203,2014.0
174098,8,9,5.0, ,1573212,2014.0
174101,D,6,4.0, ,1573214,2014.0
174109,0,8,4.0,3,1573217,2014.0
174112,8,9,5.0, ,1573220,2014.0
174115,B,6,5.0, ,1573222,2014.0
174120,G,4,5.0, ,1573224,2014.0
174125,E,3,5.0, ,1573226,2014.0
174130,G,2,4.0,3,1573233,2014.0
174137,8,9,4.0, ,1573238,2014.0
174142,B,1,5.0,1,1573240,2014.0
174147,C,3,5.0, ,1573245,2014.0
174152,8,9,4.0, ,1573246,2014.0
174159,E,3,5.0,3,1573250,2014.0
174164,E,3,4.0, ,1573251,2014.0
174169,2,7,5.0, ,1573252,2014.0
174173,E,3,5.0, ,1573253,2014.0
174178,B,1,5.0,1,1573254,2014.0
174184,B,1,4.0,5,1573257,2014.0
174189,B,1,5.0,1,1573258,2014.0
174194,H,6,5.0,1,1573260,2014.0
174199,8,9,4.0,3,1573261,2014.0
174202,C,5,5.0, ,1573263,2014.0
174210,E,3,5.0, ,1573267,2014.0
174215,B,6,4.0, ,1573268,2014.0
174222,E,3,5.0, ,1573269,2014.0
174227,C,5,4.0, ,1573271,2014.0
174232,J,-,5.0, ,1573272,2014.0
174237,2,5,4.0, ,1573273,2014.0
174244,D,3,4.0, ,1573274,2014.0
174252,E,3,5.0, ,1573275,2014.0
174257,B,6,4.0,3,1573277,2014.0
174263,9,9,5.0, ,1573278,2014.0
174266,B,1,4.0,1,1573288,2014.0
174275,6,6,4.0,1,1573291,2014.0
174279,6,1,4.0,1,1573293,2014.0
174283,2,3,4.0, ,1573296,2014.0
174287,E,3,4.0,3,1573297,2014.0
174293,6,6,4.0,1,1573298,2014.0
174297,H,6,4.0,1,1573300,2014.0
174302,H,6,4.0,1,1573301,2014.0
174307,E,3,5.0, ,1573303,2014.0
174312,B,1,5.0,1,1573305,2014.0
174317,E,5,5.0, ,1573306,2014.0
174322,E,3,4.0, ,1573308,2014.0
174330,B,6,5.0,3,1573310,2014.0
174335,E,3,4.0,1,1573312,2014.0
174340,E,3,5.0,3,1573313,2014.0
174347,E,3,5.0, ,1573316,2014.0
174354,3,0,4.0,1,1573318,2014.0
174358,E,3,4.0,3,1573320,2014.0
174363,H,6,5.0,1,1573321,2014.0
174368,B,6,4.0, ,1573322,2014.0
174373,E,3,4.0, ,1573326,2014.0
174379,H,6,5.0,1,1573328,2014.0
174384,C,5,5.0, ,1573330,2014.0
174389,E,3,4.0,1,1573331,2014.0
174396,C,5,5.0, ,1573333,2014.0
174401,F,6,5.0,1,1573335,2014.0
174406,C,5,5.0, ,1573337,2014.0
174411,6,6,4.0,3,1573340,2014.0
174415,B,6,5.0,3,1573341,2014.0
174420,H,6,4.0, ,1573342,2014.0
174425,B,1,5.0,1,1573343,2014.0
174430,H,6,5.0,3,1573345,2014.0
174435,6,1,4.0,2,1573346,2014.0
174439,0,8,4.0, ,1573347,2014.0
174443,B,1,5.0,1,1573348,2014.0
174448,E,3,4.0, ,1573350,2014.0
174453,E,3,4.0, ,1573352,2014.0
174462,E,3,4.0, ,1573354,2014.0
174468,E,3,4.0, ,1573355,2014.0
174475,C,5,5.0, ,1573359,2014.0
174480,B,1,4.0,5,1573360,2014.0
174485,E,3,4.0, ,1573361,2014.0
174490,B,1,5.0,1,1573363,2014.0
174497,C,3,5.0, ,1573365,2014.0
174502,E,3,4.0, ,1573366,2014.0
174509,F,6,5.0,3,1573371,2014.0
174514,B,6,4.0,3,1573372,2014.0
174519,C,5,5.0, ,1573376,2014.0
174524,B,1,4.0,3,1573377,2014.0
174534,E,3,5.0, ,1573382,2014.0
174539,H,6,4.0,1,1573383,2014.0
174544,E,3,4.0,1,1573384,2014.0
174550,A,6,4.0,1,1573385,2014.0
174555,D,6,5.0,1,1573387,2014.0
174560,E,3,4.0,5,1573388,2014.0
174565,E,3,4.0, ,1573392,2014.0
174570,2,3,4.0, ,1573394,2014.0
174576,F,7,5.0, ,1573398,2014.0
174581,E,3,4.0,1,1573399,2014.0
174586,B,1,4.0,1,1573401,2014.0
174591,H,6,5.0,1,1573402,2014.0
174596,6,1,4.0,1,1573403,2014.0
174602,8,9,2.0, ,1573413,2014.0
174605,H,6,5.0,1,1573416,2014.0
174610,D,6,5.0, ,1573417,2014.0
174615,H,6,4.0,3,1573420,2014.0
174620,B,6,5.0, ,1573422,2014.0
174625,2,5,5.0,1,1573424,2014.0
174629,6,6,4.0,1,1573425,2014.0
174633,H,6,4.0,1,1573431,2014.0
174638,3,0,4.0,1,1573434,2014.0
174642,D,3,5.0,4,1573437,2014.0
174647,8,9,5.0, ,1573441,2014.0
174650,H,6,4.0,1,1573442,2014.0
174657,8,9,5.0,1,1573443,2014.0
174661,D,6,5.0,1,1573444,2014.0
174666,F,7,5.0, ,1573448,2014.0
174671,8,9,5.0, ,1573450,2014.0
174674,2,4,5.0, ,1573454,2014.0
174678,E,3,4.0, ,1573457,2014.0
174683,E,3,4.0, ,1573459,2014.0
174688,C,5,4.0, ,1573460,2014.0
174694,B,1,5.0,1,1573462,2014.0
174700,2,5,5.0, ,1573464,2014.0
174705,B,1,5.0,1,1573467,2014.0
174710,C,3,5.0, ,1573468,2014.0
174715,2,4,5.0, ,1573470,2014.0
174719,B,1,5.0,1,1573471,2014.0
174724,2,5,5.0, ,1573473,2014.0
174728,B,1,4.0,1,1573474,2014.0
174733,C,5,5.0, ,1573475,2014.0
174738,E,3,4.0,1,1573478,2014.0
174744,E,3,4.0,1,1573479,2014.0
174749,B,6,4.0,1,1573481,2014.0
174756,6,6,4.0,1,1573483,2014.0
174760,E,3,4.0, ,1573484,2014.0
174765,B,1,5.0,1,1573487,2014.0
174770,E,5,4.0, ,1573488,2014.0
174775,B,1,5.0,1,1573489,2014.0
174780,E,3,4.0, ,1573490,2014.0
174787,3,0,4.0,1,1573492,2014.0
174791,H,6,5.0,3,1573494,2014.0
174796,D,6,4.0,3,1573518,2014.0
174802,E,3,4.0,1,1573519,2014.0
174807,6,6,4.0, ,1573520,2014.0
174811,2,-,5.0,3,1573523,2014.0
174815,C,3,5.0,1,1573524,2014.0
174822,D,6,4.0,1,1573535,2014.0
174828,E,3,4.0, ,1573538,2014.0
174837,A,6,5.0,1,1573539,2014.0
174846,E,3,5.0,1,1573541,2014.0
174851,C,5,5.0, ,1573543,2014.0
174856,E,3,5.0,1,1573544,2014.0
174861,B,6,4.0, ,1573546,2014.0
174866,B,1,5.0,1,1573547,2014.0
174871,D,3,5.0,1,1573548,2014.0
174876,E,3,4.0,1,1573551,2014.0
174881,C,3,5.0, ,1573553,2014.0
174886,E,3,4.0, ,1573554,2014.0
174894,H,6,5.0,1,1573556,2014.0
174899,C,5,5.0, ,1573558,2014.0
174904,B,1,5.0,1,1573560,2014.0
174909,E,3,4.0,1,1573565,2014.0
174914,E,3,4.0, ,1573566,2014.0
174922,E,3,5.0, ,1573571,2014.0
174927,E,3,4.0, ,1573575,2014.0
174934,E,3,4.0,3,1573579,2014.0
174941,E,3,5.0, ,1573581,2014.0
174948,C,5,5.0, ,1573583,2014.0
174953,E,3,5.0, ,1573585,2014.0
174958,B,6,4.0, ,1573587,2014.0
174963,B,-,5.0, ,1573591,2014.0
174968,B,1,5.0,1,1573593,2014.0
174973,E,3,5.0,1,1573594,2014.0
174978,2,5,5.0, ,1573596,2014.0
174982,B,1,4.0,1,1573597,2014.0
174988,F,6,5.0, ,1573599,2014.0
174993,E,3,4.0, ,1573602,2014.0
174998,8,9,4.0,3,1573608,2014.0
175001,8,9,2.0, ,1573609,2014.0
175005,B,1,5.0,1,1573610,2014.0
175010,8,9,5.0,3,1573611,2014.0
175013,H,6,5.0,1,1573613,2014.0
175018,D,6,5.0,1,1573614,2014.0
175023,B,1,4.0,1,1573617,2014.0
175028,E,3,4.0, ,1573619,2014.0
175033,H,6,4.0,1,1573621,2014.0
175038,C,5,5.0, ,1573624,2014.0
175043,C,3,4.0, ,1573625,2014.0
175048,A,6,5.0,1,1573627,2014.0
175053,E,3,4.0,3,1573632,2014.0
175058,E,3,4.0, ,1573634,2014.0
175063,F,6,5.0,1,1573636,2014.0
175068,B,6,4.0, ,1573637,2014.0
175073,F,7,5.0, ,1573639,2014.0
175081,E,3,5.0, ,1573640,2014.0
175086,C,3,5.0, ,1573642,2014.0
175091,D,6,5.0, ,1573645,2014.0
175096,8,9,4.0, ,1573651,2014.0
175099,8,9,4.0,1,1573658,2014.0
175102,D,6,5.0,3,1573669,2014.0
175107,C,3,4.0, ,1573671,2014.0
175115,E,3,4.0,3,1573679,2014.0
175120,E,5,4.0,1,1573685,2014.0
175127,E,3,5.0,3,1573687,2014.0
175132,E,3,5.0, ,1573690,2014.0
175137,B,1,4.0,1,1573691,2014.0
175142,I,-,4.0,1,1573694,2014.0
175147,E,3,5.0, ,1573707,2014.0
175152,2,5,5.0, ,1573708,2014.0
175156,E,3,4.0,1,1573713,2014.0
175163,E,3,5.0,1,1573725,2014.0
175168,2,5,5.0, ,1573728,2014.0
175174,B,1,4.0,1,1573732,2014.0
175181,E,3,4.0,3,1573735,2014.0
175187,E,3,4.0,1,1573738,2014.0
175193,8,9,4.0, ,1573741,2014.0
175196,B,6,5.0, ,1573745,2014.0
175201,C,5,5.0, ,1573752,2014.0
175206,B,1,5.0,1,1573756,2014.0
175211,6,6,4.0,1,1573759,2014.0
175215,E,3,4.0, ,1573765,2014.0
175224,E,3,5.0,1,1573785,2014.0
175231,C,5,4.0,1,1573788,2014.0
175239,B,1,5.0,1,1573792,2014.0
175244,I,-,5.0, ,1573804,2014.0
175249,E,3,5.0,1,1573806,2014.0
175254,B,1,4.0,1,1573822,2014.0
175260,B,1,4.0,1,1573825,2014.0
175266,E,3,4.0,1,1573826,2014.0
175271,E,3,4.0,1,1573828,2014.0
175276,C,5,4.0, ,1573832,2014.0
175283,E,3,5.0, ,1573834,2014.0
175288,3,0,4.0,3,1573839,2014.0
175292,E,3,4.0,6,1573846,2014.0
175298,B,6,5.0,4,1573847,2014.0
175303,B,6,5.0,1,1573857,2014.0
175308,E,3,5.0, ,1573859,2014.0
175313,3,0,4.0,1,1573861,2014.0
175317,C,3,4.0, ,1573876,2014.0
175323,E,3,4.0,3,1573877,2014.0
175328,H,6,4.0,1,1573878,2014.0
175336,G,4,5.0, ,1573879,2014.0
175341,C,3,4.0, ,1573880,2014.0
175348,E,3,4.0, ,1573881,2014.0
175357,C,5,5.0, ,1573882,2014.0
175362,E,3,4.0,1,1573883,2014.0
175367,E,3,4.0, ,1573885,2014.0
175374,E,3,5.0, ,1573887,2014.0
175379,B,6,4.0,3,1573888,2014.0
175384,H,6,4.0,3,1573891,2014.0
175389,C,5,4.0, ,1573892,2014.0
175394,E,3,5.0, ,1573894,2014.0
175399,B,1,5.0,1,1573897,2014.0
175404,E,3,5.0,3,1573899,2014.0
175409,E,3,4.0, ,1573901,2014.0
175414,C,5,5.0,1,1573903,2014.0
175419,E,3,4.0, ,1573905,2014.0
175428,D,3,5.0, ,1573906,2014.0
175433,3,0,4.0,1,1573908,2014.0
175438,E,3,4.0,5,1573911,2014.0
175443,E,3,5.0,1,1573912,2014.0
175448,C,3,5.0, ,1573915,2014.0
175453,B,1,5.0,1,1573916,2014.0
175458,E,3,5.0, ,1573918,2014.0
175463,C,5,5.0, ,1573919,2014.0
175468,E,3,4.0,3,1573924,2014.0
175476,A,6,5.0,3,1573925,2014.0
175481,E,3,4.0,1,1573928,2014.0
175490,2,5,5.0,1,1573929,2014.0
175495,C,3,4.0, ,1573932,2014.0
175500,E,3,5.0,1,1573935,2014.0
175505,B,6,4.0,3,1573938,2014.0
175510,G,2,4.0, ,1573942,2014.0
175515,E,3,4.0, ,1573944,2014.0
175520,E,3,4.0, ,1573947,2014.0
175526,6,1,4.0,1,1573949,2014.0
175530,3,0,4.0, ,1573952,2014.0
175534,C,3,4.0,1,1573968,2014.0
175543,B,6,5.0,3,1573969,2014.0
175548,E,3,5.0,3,1573972,2014.0
175553,E,3,5.0,3,1573973,2014.0
175558,E,3,4.0, ,1573975,2014.0
175563,C,3,5.0, ,1573978,2014.0
175568,C,5,4.0,1,1573982,2014.0
175573,8,9,4.0,1,1573983,2014.0
175577,E,3,5.0, ,1573985,2014.0
175582,B,6,4.0,3,1573988,2014.0
175587,8,9,4.0, ,1573990,2014.0
175590,B,6,4.0,1,1573995,2014.0
175597,E,3,4.0, ,1574003,2014.0
175605,B,6,4.0,1,1574004,2014.0
175611,E,3,5.0, ,1574005,2014.0
175616,E,3,5.0,3,1574006,2014.0
175621,D,6,5.0,1,1574009,2014.0
175626,B,1,5.0,1,1574010,2014.0
175631,B,1,5.0,1,1574012,2014.0
175636,E,3,5.0,1,1574013,2014.0
175643,2,6,5.0,1,1574015,2014.0
175647,E,3,5.0, ,1574016,2014.0
175654,D,3,4.0,3,1574019,2014.0
175660,E,3,5.0,5,1574022,2014.0
175665,D,6,5.0,3,1574023,2014.0
175670,B,1,4.0,1,1574024,2014.0
175675,H,6,4.0,3,1574027,2014.0
175681,E,3,5.0,3,1574031,2014.0
175686,B,1,5.0,5,1574033,2014.0
175691,E,3,5.0, ,1574036,2014.0
175696,C,5,5.0, ,1574037,2014.0
175701,6,6,4.0,1,1574040,2014.0
175705,D,6,5.0, ,1574041,2014.0
175710,B,1,5.0,1,1574043,2014.0
175715,2,5,5.0,1,1574045,2014.0
175719,C,5,5.0, ,1574046,2014.0
175724,B,1,5.0,1,1574048,2014.0
175729,B,1,5.0,1,1574051,2014.0
175734,E,3,5.0, ,1574054,2014.0
175739,J,6,5.0,1,1574055,2014.0
175744,8,9,4.0,0,1574058,2014.0
175747,B,1,5.0,1,1574060,2014.0
175754,E,3,4.0, ,1574063,2014.0
175761,B,1,5.0,1,1574065,2014.0
175766,E,3,5.0,1,1574068,2014.0
175771,C,3,5.0, ,1574069,2014.0
175776,C,5,5.0,1,1574077,2014.0
175781,E,3,5.0, ,1574078,2014.0
175786,D,6,5.0,1,1574081,2014.0
175791,6,1,4.0,1,1574082,2014.0
175797,B,1,5.0,1,1574086,2014.0
175802,C,5,4.0,5,1574087,2014.0
175807,B,1,5.0,1,1574089,2014.0
175812,C,3,5.0, ,1574090,2014.0
175817,B,6,5.0,1,1574092,2014.0
175822,C,7,5.0, ,1574093,2014.0
175827,E,3,4.0,1,1574100,2014.0
175836,D,6,5.0,3,1574106,2014.0
175841,E,3,5.0,1,1574109,2014.0
175847,E,3,5.0, ,1574110,2014.0
175852,E,3,5.0,3,1574114,2014.0
175857,B,6,5.0, ,1574115,2014.0
175863,I,-,5.0, ,1574120,2014.0
175868,6,6,4.0,4,1574122,2014.0
175872,E,3,4.0,1,1574124,2014.0
175878,D,6,5.0,1,1574129,2014.0
175883,B,1,4.0,1,1574132,2014.0
175893,9,9,5.0,1,1574137,2014.0
175896,E,3,4.0,1,1574138,2014.0
175901,E,3,4.0,1,1574141,2014.0
175908,H,6,4.0,3,1574143,2014.0
175914,E,3,4.0, ,1574147,2014.0
175919,2,3,5.0, ,1574150,2014.0
175923,2,3,4.0, ,1574151,2014.0
175927,B,1,5.0,1,1574154,2014.0
175932,E,3,4.0, ,1574163,2014.0
175937,E,3,5.0, ,1574164,2014.0
175942,B,1,4.0,1,1574168,2014.0
175949,8,9,5.0,3,1574171,2014.0
175952,6,1,4.0,1,1574178,2014.0
175956,6,3,4.0, ,1574184,2014.0
175960,8,9,5.0, ,1574190,2014.0
175963,E,3,5.0,3,1574202,2014.0
175968,I,-,5.0,1,1574207,2014.0
175973,E,3,5.0,3,1574210,2014.0
175978,B,6,5.0, ,1574216,2014.0
175983,B,6,5.0,3,1574220,2014.0
175988,B,1,4.0,1,1574249,2014.0
175993,E,3,5.0, ,1574270,2014.0
176000,E,3,5.0, ,1574274,2014.0
176005,B,1,5.0,1,1574306,2014.0
176010,E,3,5.0,1,1574310,2014.0
176015,B,6,5.0, ,1574313,2014.0
176020,B,1,5.0,1,1574318,2014.0
176025,B,1,4.0,1,1574323,2014.0
176033,B,1,5.0,1,1574332,2014.0
176038,E,3,4.0,1,1574334,2014.0
176043,E,3,4.0,1,1574337,2014.0
176048,B,1,5.0,1,1574339,2014.0
176053,D,6,4.0,1,1574352,2014.0
176059,G,4,4.0,6,1574353,2014.0
176065,B,6,4.0,3,1574355,2014.0
176070,B,1,5.0,1,1574357,2014.0
176075,E,3,5.0, ,1574363,2014.0
176080,C,5,5.0,1,1574367,2014.0
176085,B,1,4.0,1,1574371,2014.0
176091,8,9,4.0, ,1574373,2014.0
176094,E,3,4.0, ,1574375,2014.0
176102,E,3,4.0,1,1574376,2014.0
176107,E,3,4.0, ,1574378,2014.0
176114,B,1,5.0,1,1574379,2014.0
176119,8,9,4.0,1,1574381,2014.0
176122,C,3,4.0, ,1574383,2014.0
176128,D,6,5.0,1,1574387,2014.0
176133,B,1,5.0,1,1574388,2014.0
176138,A,6,5.0,4,1574389,2014.0
176143,D,6,4.0,1,1574392,2014.0
176148,D,6,5.0,1,1574393,2014.0
176153,B,1,4.0,1,1574395,2014.0
176158,E,3,5.0,1,1574401,2014.0
176163,C,5,5.0, ,1574407,2014.0
176168,E,3,5.0,1,1574408,2014.0
176173,H,6,5.0,1,1574411,2014.0
176178,B,1,4.0,3,1574413,2014.0
176183,C,5,5.0, ,1574414,2014.0
176188,B,1,4.0,1,1574416,2014.0
176193,B,6,5.0,5,1574419,2014.0
176198,B,6,4.0,1,1574421,2014.0
176203,E,3,5.0,3,1574423,2014.0
176208,B,1,5.0,1,1574424,2014.0
176213,E,3,5.0, ,1574428,2014.0
176218,6,6,4.0,3,1574429,2014.0
176222,B,1,5.0,3,1574430,2014.0
176227,B,1,5.0,1,1574432,2014.0
176232,E,3,5.0, ,1574433,2014.0
176237,C,5,5.0, ,1574445,2014.0
176242,E,3,4.0, ,1574447,2014.0
176248,E,3,4.0, ,1574448,2014.0
176253,C,5,5.0, ,1574450,2014.0
176259,E,3,5.0,3,1574451,2014.0
176264,E,3,5.0, ,1574452,2014.0
176269,C,3,5.0, ,1574454,2014.0
176276,E,3,5.0, ,1574456,2014.0
176281,G,4,5.0, ,1574459,2014.0
176286,E,3,4.0,1,1574460,2014.0
176292,D,6,4.0,1,1574461,2014.0
176297,C,3,5.0, ,1574466,2014.0
176302,E,3,4.0,3,1574468,2014.0
176307,8,9,5.0,3,1574470,2014.0
176310,2,3,4.0, ,1574473,2014.0
176315,H,6,5.0,1,1574476,2014.0
176320,B,1,5.0,1,1574477,2014.0
176325,B,1,4.0,1,1574479,2014.0
176330,C,3,4.0, ,1574481,2014.0
176335,B,1,4.0,1,1574485,2014.0
176340,B,1,4.0,1,1574489,2014.0
176348,8,9,5.0,3,1574490,2014.0
176351,8,9,4.0, ,1574505,2014.0
176354,2,3,5.0, ,1574507,2014.0
176358,2,3,5.0, ,1574510,2014.0
176362,A,-,5.0, ,1574511,2014.0
176367,E,3,5.0,1,1574512,2014.0
176372,E,3,4.0,3,1574514,2014.0
176382,E,3,4.0, ,1574515,2014.0
176387,E,3,5.0, ,1574521,2014.0
176392,J,6,5.0,1,1574523,2014.0
176397,E,3,4.0,3,1574542,2014.0
176402,E,3,4.0,3,1574543,2014.0
176407,E,3,4.0, ,1574546,2014.0
176413,B,6,4.0,4,1574549,2014.0
176418,B,1,4.0,1,1574553,2014.0
176423,8,9,4.0, ,1574556,2014.0
176426,E,3,5.0, ,1574560,2014.0
176431,E,3,5.0,3,1574562,2014.0
176436,E,3,5.0, ,1574568,2014.0
176441,E,3,5.0, ,1574569,2014.0
176446,E,3,5.0, ,1574570,2014.0
176453,E,3,5.0, ,1574571,2014.0
176458,B,6,5.0,3,1574573,2014.0
176463,E,3,5.0,4,1574574,2014.0
176468,E,3,5.0, ,1574575,2014.0
176473,B,1,5.0,1,1574580,2014.0
176478,E,3,5.0, ,1574582,2014.0
176483,D,6,5.0,5,1574584,2014.0
176488,E,3,5.0, ,1574585,2014.0
176493,B,1,4.0,1,1574587,2014.0
176498,B,1,4.0,1,1574590,2014.0
176503,C,5,5.0,1,1574592,2014.0
176508,B,6,5.0, ,1574596,2014.0
176513,B,6,5.0,3,1574597,2014.0
176518,B,6,5.0,3,1574599,2014.0
176523,C,5,5.0, ,1574601,2014.0
176528,C,5,5.0, ,1574603,2014.0
176533,8,9,5.0,1,1574606,2014.0
176536,B,6,4.0,1,1574608,2014.0
176541,C,5,4.0, ,1574612,2014.0
176546,C,3,4.0, ,1574614,2014.0
176551,D,6,4.0,1,1574617,2014.0
176556,E,3,4.0,3,1574618,2014.0
176562,6,3,4.0,1,1574620,2014.0
176566,C,5,4.0, ,1574626,2014.0
