,Crash Type,Collision Type,Crash Severity,Intersection Type,Crash ID,Crash Year
69582,E,5,5.0,1,1498901,2012.0
69587,C,5,5.0,4,1498902,2012.0
69592,6,6,4.0,3,1498903,2012.0
69596,8,9,5.0, ,1498904,2012.0
69599,C,5,5.0, ,1498905,2012.0
69606,D,3,4.0,3,1498906,2012.0
69611,B,1,4.0,1,1498907,2012.0
69618,6,1,4.0,1,1498908,2012.0
69622,C,5,5.0,1,1498911,2012.0
69628,C,5,5.0, ,1498912,2012.0
69634,8,9,4.0,1,1498913,2012.0
69637,H,6,5.0,3,1498914,2012.0
69644,B,1,4.0,1,1498915,2012.0
69649,E,3,5.0,1,1498917,2012.0
69654,C,3,4.0, ,1498918,2012.0
69659,B,1,5.0,1,1498920,2012.0
69664,H,6,5.0, ,1498921,2012.0
69669,3,0,4.0, ,1498923,2012.0
69673,8,9,5.0, ,1498926,2012.0
69676,E,3,4.0, ,1498927,2012.0
69681,C,5,5.0,1,1498928,2012.0
69686,E,5,5.0, ,1498930,2012.0
69691,8,9,4.0, ,1498931,2012.0
69694,E,3,5.0, ,1498932,2012.0
69699,E,3,5.0,1,1498933,2012.0
69706,8,9,4.0, ,1498934,2012.0
69710,B,1,5.0,1,1498936,2012.0
69715,8,9,5.0,1,1498937,2012.0
69718,B,6,4.0,3,1498938,2012.0
69723,E,3,5.0, ,1498940,2012.0
69728,8,9,5.0,6,1498941,2012.0
69731,E,3,4.0,3,1498944,2012.0
69739,E,3,5.0, ,1498946,2012.0
69744,H,6,5.0,1,1498947,2012.0
69749,B,1,5.0,1,1498948,2012.0
69754,B,6,4.0,3,1498949,2012.0
69759,A,6,4.0,1,1498950,2012.0
69764,2,2,5.0, ,1498951,2012.0
69768,8,9,5.0,3,1498952,2012.0
69771,E,3,4.0,4,1498954,2012.0
69776,E,3,5.0, ,1498955,2012.0
69781,8,9,4.0,1,1498956,2012.0
69784,B,6,5.0, ,1498959,2012.0
69789,B,1,5.0,1,1498965,2012.0
69794,B,1,5.0,1,1498967,2012.0
69799,8,9,5.0,1,1498968,2012.0
69802,3,0,4.0, ,1498970,2012.0
69806,B,6,5.0,1,1498971,2012.0
69811,2,3,4.0, ,1498972,2012.0
69815,B,1,5.0,1,1498973,2012.0
69820,E,3,4.0, ,1498974,2012.0
69826,D,3,5.0, ,1498975,2012.0
69831,A,6,5.0, ,1498976,2012.0
69836,C,5,5.0, ,1498977,2012.0
69841,C,5,5.0,1,1498978,2012.0
69846,B,6,4.0, ,1498979,2012.0
69851,I,-,5.0, ,1498980,2012.0
69856,E,3,5.0, ,1498981,2012.0
69862,E,3,5.0, ,1498982,2012.0
69867,B,1,5.0,3,1498983,2012.0
69872,2,3,5.0,3,1498984,2012.0
69876,B,1,5.0,1,1498985,2012.0
69881,B,1,4.0,1,1498986,2012.0
69886,2,2,5.0, ,1498987,2012.0
69890,B,1,5.0, ,1498988,2012.0
69895,B,6,5.0, ,1498989,2012.0
69901,E,3,5.0, ,1498990,2012.0
69906,8,9,4.0, ,1498991,2012.0
69909,E,3,4.0,1,1498992,2012.0
69917,I,-,5.0, ,1498993,2012.0
69922,I,-,5.0,1,1498994,2012.0
69927,G,2,4.0, ,1498995,2012.0
69932,I,-,5.0,1,1498996,2012.0
69937,F,6,5.0,1,1498998,2012.0
69944,8,9,5.0,3,1498999,2012.0
69947,B,6,4.0, ,1499000,2012.0
69952,B,6,5.0,3,1499001,2012.0
69957,B,1,5.0,1,1499002,2012.0
69962,H,6,5.0,1,1499003,2012.0
69967,H,6,4.0,1,1499006,2012.0
69972,E,3,5.0,1,1499007,2012.0
69977,2,5,5.0, ,1499010,2012.0
69981,E,3,4.0, ,1499011,2012.0
69986,8,9,5.0, ,1499013,2012.0
69989,E,3,5.0, ,1499015,2012.0
69996,B,1,4.0,1,1499017,2012.0
70001,B,1,5.0,1,1499018,2012.0
70006,D,6,5.0,1,1499020,2012.0
70011,B,1,5.0,3,1499021,2012.0
70016,E,3,5.0,1,1499023,2012.0
70021,E,3,5.0,3,1499024,2012.0
70026,3,0,4.0, ,1499026,2012.0
70030,B,1,5.0,6,1499030,2012.0
70035,H,6,5.0,1,1499031,2012.0
70040,E,3,4.0, ,1499032,2012.0
70045,B,1,4.0,1,1499033,2012.0
70050,E,3,4.0,3,1499036,2012.0
70056,C,3,5.0, ,1499037,2012.0
70061,H,6,5.0,1,1499038,2012.0
70066,E,3,4.0, ,1499041,2012.0
70073,C,5,5.0, ,1499042,2012.0
70078,B,1,5.0,1,1499043,2012.0
70083,8,9,5.0,1,1499044,2012.0
70086,D,6,5.0, ,1499045,2012.0
70093,E,3,4.0,1,1499046,2012.0
70098,J,-,5.0,3,1499048,2012.0
70103,3,0,4.0,3,1499049,2012.0
70107,8,9,5.0,1,1499052,2012.0
70110,B,1,5.0,1,1499053,2012.0
70115,8,9,4.0, ,1499054,2012.0
70118,E,3,5.0, ,1499055,2012.0
70123,B,6,5.0,1,1499056,2012.0
70128,H,6,4.0, ,1499057,2012.0
70133,I,-,5.0,1,1499059,2012.0
70138,E,3,4.0,1,1499060,2012.0
70145,B,6,5.0,1,1499061,2012.0
70150,B,1,4.0,3,1499062,2012.0
70157,F,-,5.0, ,1499063,2012.0
70163,E,3,5.0, ,1499065,2012.0
70169,D,3,5.0,1,1499066,2012.0
70174,B,6,5.0, ,1499067,2012.0
70179,3,0,4.0,1,1499069,2012.0
70183,B,-,4.0,3,1499070,2012.0
70188,E,3,5.0,3,1499071,2012.0
70193,E,3,4.0, ,1499072,2012.0
70199,E,3,4.0, ,1499073,2012.0
70204,2,4,5.0, ,1499075,2012.0
70208,B,6,4.0,1,1499076,2012.0
70214,2,5,4.0, ,1499078,2012.0
70218,E,3,5.0,1,1499080,2012.0
70225,E,3,4.0, ,1499081,2012.0
70230,C,5,4.0, ,1499082,2012.0
70235,E,3,4.0, ,1499083,2012.0
70240,E,3,5.0, ,1499085,2012.0
70245,F,3,4.0, ,1499086,2012.0
70250,8,9,5.0,3,1499087,2012.0
70255,C,5,5.0, ,1499089,2012.0
70260,B,6,5.0,1,1499090,2012.0
70265,3,0,4.0, ,1499092,2012.0
70270,B,1,5.0,1,1499093,2012.0
70275,E,3,5.0, ,1499094,2012.0
70280,8,9,5.0, ,1499095,2012.0
70283,B,1,5.0, ,1499096,2012.0
70288,6,6,4.0,3,1499097,2012.0
70292,D,6,5.0, ,1499102,2012.0
70297,E,3,5.0, ,1499107,2012.0
70302,B,1,5.0,1,1499108,2012.0
70308,2,6,5.0,1,1499109,2012.0
70312,B,1,5.0,1,1499111,2012.0
70317,8,9,4.0,1,1499113,2012.0
70320,8,9,5.0,2,1499116,2012.0
70323,E,3,5.0, ,1499119,2012.0
70328,8,9,5.0, ,1499120,2012.0
70331,2,3,5.0,3,1499121,2012.0
70335,B,1,4.0,1,1499124,2012.0
70340,4,1,5.0,1,1499125,2012.0
70343,C,3,4.0, ,1499129,2012.0
70348,B,6,5.0,3,1499131,2012.0
70355,3,0,4.0,1,1499132,2012.0
70359,D,6,4.0,1,1499133,2012.0
70364,3,0,4.0,1,1499136,2012.0
70369,B,6,5.0,1,1499138,2012.0
70374,B,1,5.0,3,1499139,2012.0
70381,C,5,5.0, ,1499143,2012.0
70386,8,9,4.0, ,1499147,2012.0
70389,D,6,5.0,1,1499149,2012.0
70394,3,0,4.0,1,1499152,2012.0
70398,B,1,5.0,1,1499153,2012.0
70403,B,1,5.0, ,1499155,2012.0
70408,B,1,5.0,1,1499157,2012.0
70414,3,0,4.0, ,1499159,2012.0
70418,E,3,4.0,5,1499164,2012.0
70423,6,5,4.0, ,1499170,2012.0
70427,H,6,5.0,1,1499171,2012.0
70434,H,6,4.0, ,1499172,2012.0
70439,E,3,4.0,1,1499176,2012.0
70445,E,3,4.0, ,1499181,2012.0
70453,E,3,5.0,1,1499182,2012.0
70458,B,6,5.0, ,1499187,2012.0
70463,D,6,5.0,1,1499190,2012.0
70468,E,3,5.0,4,1499192,2012.0
70473,8,9,5.0,3,1499194,2012.0
70476,B,6,5.0,3,1499195,2012.0
70481,E,3,5.0, ,1499197,2012.0
70488,2,3,5.0,1,1499203,2012.0
70492,B,1,4.0,3,1499206,2012.0
70497,6,1,4.0,1,1499207,2012.0
70501,E,3,4.0, ,1499209,2012.0
70508,2,4,5.0, ,1499210,2012.0
70512,E,3,4.0, ,1499211,2012.0
70517,E,3,5.0,3,1499213,2012.0
70522,B,1,5.0,3,1499216,2012.0
70527,3,0,4.0,3,1499220,2012.0
70531,H,6,5.0,1,1499222,2012.0
70536,C,3,5.0,1,1499224,2012.0
70541,2,4,5.0, ,1499229,2012.0
70545,F,6,5.0,1,1499230,2012.0
70550,8,9,5.0,1,1499231,2012.0
70555,B,6,5.0,1,1499235,2012.0
70560,3,0,4.0,3,1499237,2012.0
70564,H,6,4.0,3,1499239,2012.0
70569,B,1,5.0,1,1499245,2012.0
70574,2,3,4.0, ,1499246,2012.0
70579,E,3,5.0,1,1499247,2012.0
70584,8,9,4.0, ,1499249,2012.0
70587,E,3,4.0,3,1499251,2012.0
70595,D,6,5.0,1,1499252,2012.0
70600,F,3,5.0, ,1499258,2012.0
70605,B,6,4.0,1,1499259,2012.0
70610,E,3,5.0,3,1499264,2012.0
70617,2,5,5.0, ,1499267,2012.0
70622,E,3,5.0, ,1499271,2012.0
70629,B,1,4.0,1,1499274,2012.0
70634,3,0,4.0, ,1499281,2012.0
70638,H,6,4.0,1,1499284,2012.0
70643,C,5,5.0, ,1499286,2012.0
70648,D,6,4.0,1,1499290,2012.0
70653,8,9,4.0, ,1499293,2012.0
70656,E,3,4.0,1,1499297,2012.0
70665,2,7,5.0, ,1499299,2012.0
70669,D,6,4.0, ,1499301,2012.0
70675,B,6,4.0, ,1499305,2012.0
70681,8,9,5.0,3,1499310,2012.0
70684,B,6,4.0, ,1499314,2012.0
70694,G,4,4.0, ,1499316,2012.0
70699,8,9,5.0,3,1499319,2012.0
70702,F,6,5.0,1,1499320,2012.0
70707,B,1,4.0, ,1499321,2012.0
70714,B,6,5.0, ,1499322,2012.0
70719,B,6,4.0,3,1499323,2012.0
70724,B,1,5.0,1,1499324,2012.0
70729,D,6,5.0,1,1499325,2012.0
70734,B,6,5.0, ,1499326,2012.0
70739,F,6,5.0,1,1499327,2012.0
70744,C,3,4.0, ,1499328,2012.0
70749,E,3,5.0,1,1499329,2012.0
70754,F,6,5.0, ,1499330,2012.0
70761,B,1,5.0,1,1499331,2012.0
70766,B,6,4.0,3,1499332,2012.0
70772,B,6,5.0, ,1499333,2012.0
70777,B,1,5.0,4,1499335,2012.0
70782,E,3,4.0,1,1499336,2012.0
70787,6,6,4.0,1,1499339,2012.0
70791,G,4,4.0, ,1499342,2012.0
70797,B,1,4.0, ,1499344,2012.0
70804,H,6,5.0,3,1499346,2012.0
70809,E,3,5.0,1,1499347,2012.0
70814,8,9,4.0, ,1499348,2012.0
70817,2,5,5.0, ,1499350,2012.0
70821,B,1,5.0,1,1499352,2012.0
70826,2,3,5.0, ,1499354,2012.0
70830,B,1,4.0,1,1499356,2012.0
70836,C,5,5.0, ,1499360,2012.0
70841,2,2,5.0, ,1499361,2012.0
70845,E,3,5.0,1,1499362,2012.0
70850,H,6,4.0,1,1499365,2012.0
70856,H,6,5.0, ,1499366,2012.0
70861,B,6,5.0,1,1499367,2012.0
70866,E,3,5.0,1,1499375,2012.0
70871,2,3,4.0, ,1499379,2012.0
70875,E,3,4.0, ,1499388,2012.0
70883,6,6,4.0, ,1499391,2012.0
70887,E,3,5.0,1,1499394,2012.0
70892,8,9,5.0,1,1499398,2012.0
70895,E,3,5.0, ,1499405,2012.0
70900,6,6,4.0, ,1499410,2012.0
70904,8,9,4.0, ,1499412,2012.0
70907,B,1,5.0,1,1499413,2012.0
70912,I,-,5.0, ,1499416,2012.0
70917,E,3,4.0, ,1499426,2012.0
70924,8,9,5.0, ,1499438,2012.0
70927,D,6,5.0,1,1499447,2012.0
70932,3,0,4.0,1,1499448,2012.0
70936,B,1,5.0,1,1499452,2012.0
70941,B,6,4.0,1,1499457,2012.0
70946,E,3,5.0, ,1499470,2012.0
70951,C,5,4.0, ,1499471,2012.0
70956,C,5,5.0, ,1499475,2012.0
70961,2,5,5.0,1,1499480,2012.0
70966,C,3,5.0, ,1499487,2012.0
70971,8,9,4.0, ,1499491,2012.0
70974,E,3,5.0,6,1499495,2012.0
70979,B,6,4.0, ,1499500,2012.0
70990,E,3,5.0, ,1499505,2012.0
70997,E,3,5.0, ,1499520,2012.0
71002,E,3,4.0,3,1499522,2012.0
71007,E,3,5.0,3,1499523,2012.0
71012,H,6,4.0,5,1499540,2012.0
71017,G,2,5.0,6,1499546,2012.0
71022,8,9,5.0,3,1499550,2012.0
71025,D,3,4.0,4,1499551,2012.0
71032,B,6,4.0,4,1499552,2012.0
71037,H,6,4.0,4,1499558,2012.0
71042,B,1,5.0,4,1499561,2012.0
71047,E,3,5.0,3,1499568,2012.0
71052,E,3,5.0, ,1499571,2012.0
71057,8,9,5.0, ,1499573,2012.0
71060,B,7,5.0, ,1499576,2012.0
71065,E,3,4.0,1,1499580,2012.0
71070,E,3,5.0,1,1499583,2012.0
71075,B,6,5.0,3,1499586,2012.0
71080,B,6,4.0,3,1499587,2012.0
71085,E,3,5.0,3,1499588,2012.0
71090,G,2,4.0, ,1499589,2012.0
71095,H,6,5.0,5,1499593,2012.0
71100,E,3,5.0,5,1499594,2012.0
71105,2,5,5.0, ,1499597,2012.0
71109,H,6,5.0,5,1499604,2012.0
71114,8,9,5.0, ,1499605,2012.0
71117,B,6,4.0,4,1499608,2012.0
71122,H,6,4.0,4,1499611,2012.0
71127,E,3,5.0, ,1499617,2012.0
71132,8,9,5.0, ,1499619,2012.0
71135,H,6,5.0, ,1499622,2012.0
71140,E,3,5.0, ,1499624,2012.0
71145,8,9,5.0, ,1499625,2012.0
71148,8,9,4.0, ,1499630,2012.0
71151,C,3,4.0, ,1499635,2012.0
71156,D,6,5.0,5,1499643,2012.0
71161,B,6,5.0, ,1499647,2012.0
71166,B,1,5.0,1,1499650,2012.0
71171,B,6,5.0,1,1499662,2012.0
71176,2,3,4.0, ,1499668,2012.0
71185,8,9,4.0, ,1499673,2012.0
71190,E,3,4.0, ,1499674,2012.0
71197,E,3,4.0,3,1499678,2012.0
71202,D,3,5.0,3,1499680,2012.0
71207,C,5,5.0, ,1499681,2012.0
71212,B,1,5.0,1,1499683,2012.0
71217,E,3,5.0,3,1499687,2012.0
71222,G,2,4.0, ,1499694,2012.0
71227,F,6,4.0,1,1499702,2012.0
71233,E,3,4.0, ,1499703,2012.0
71238,E,3,4.0,3,1499705,2012.0
71243,E,3,5.0, ,1499706,2012.0
71248,E,3,4.0, ,1499712,2012.0
71253,B,1,4.0,1,1499719,2012.0
71258,B,1,5.0,1,1499727,2012.0
71263,B,6,4.0,1,1499730,2012.0
71270,E,3,4.0, ,1499735,2012.0
71275,H,6,4.0, ,1499737,2012.0
71280,E,3,5.0, ,1499746,2012.0
71287,B,6,5.0,3,1499756,2012.0
71292,B,6,4.0,1,1499763,2012.0
71297,E,3,5.0,1,1499768,2012.0
71302,E,3,4.0, ,1499771,2012.0
71307,2,3,4.0, ,1499775,2012.0
71311,B,6,5.0,3,1499776,2012.0
71316,E,3,5.0, ,1499778,2012.0
71321,E,3,5.0,3,1499780,2012.0
71328,E,3,4.0,3,1499783,2012.0
71336,E,3,4.0, ,1499784,2012.0
71342,C,5,4.0, ,1499787,2012.0
71347,9,9,5.0, ,1499788,2012.0
71350,E,3,5.0,3,1499791,2012.0
71355,B,6,5.0,1,1499792,2012.0
71360,E,3,5.0,3,1499799,2012.0
71365,3,0,4.0, ,1499806,2012.0
71369,J,7,5.0, ,1499815,2012.0
71374,E,3,5.0,1,1499817,2012.0
71380,C,5,5.0, ,1499821,2012.0
71385,B,1,5.0,1,1499823,2012.0
71390,B,1,5.0,1,1499824,2012.0
71395,B,1,5.0,1,1499826,2012.0
71400,E,3,5.0, ,1499827,2012.0
71405,E,3,4.0,3,1499838,2012.0
71413,6,6,4.0,3,1499878,2012.0
71417,B,6,5.0,1,1499881,2012.0
71422,B,1,5.0,1,1499892,2012.0
71427,B,1,4.0, ,1499901,2012.0
71432,C,3,5.0, ,1499910,2012.0
71437,E,3,4.0, ,1499931,2012.0
71447,C,3,5.0, ,1499948,2012.0
71452,B,6,5.0,1,1499957,2012.0
71457,2,2,5.0, ,1499967,2012.0
71461,3,0,4.0,1,1499968,2012.0
71465,E,3,4.0, ,1499973,2012.0
71474,E,3,4.0, ,1499979,2012.0
71479,F,6,5.0,1,1499981,2012.0
71484,H,6,5.0,4,1499990,2012.0
71489,C,5,5.0, ,1499991,2012.0
71494,B,1,5.0,1,1499993,2012.0
71499,H,6,5.0,1,1499995,2012.0
71504,B,1,5.0,1,1500000,2012.0
71509,E,3,4.0, ,1500003,2012.0
71516,E,3,5.0, ,1500004,2012.0
71521,3,0,4.0,3,1500007,2012.0
71525,8,9,5.0, ,1500012,2012.0
71528,C,5,5.0, ,1500013,2012.0
71533,E,3,5.0,1,1500014,2012.0
71538,E,3,5.0, ,1500019,2012.0
71543,2,5,4.0, ,1500020,2012.0
71547,B,1,5.0,1,1500026,2012.0
71552,H,6,4.0,1,1500029,2012.0
71557,E,3,5.0, ,1500030,2012.0
71562,0,8,5.0, ,1500032,2012.0
71565,C,5,5.0, ,1500033,2012.0
71570,B,1,5.0,1,1500035,2012.0
71575,E,3,4.0,1,1500036,2012.0
71582,E,3,4.0,1,1500038,2012.0
71589,E,3,4.0, ,1500040,2012.0
71594,8,9,4.0,3,1500042,2012.0
71597,B,6,5.0, ,1500046,2012.0
71602,8,9,4.0, ,1500047,2012.0
71606,B,6,5.0, ,1500051,2012.0
71611,B,1,4.0,1,1500052,2012.0
71616,E,3,5.0,1,1500053,2012.0
71621,G,4,5.0, ,1500055,2012.0
71626,3,0,4.0,1,1500057,2012.0
71630,E,3,4.0, ,1500060,2012.0
71635,E,3,5.0,1,1500062,2012.0
71640,E,5,5.0, ,1500064,2012.0
71645,E,3,4.0, ,1500073,2012.0
71650,C,5,4.0,1,1500075,2012.0
71660,E,3,4.0,3,1500076,2012.0
71666,H,6,4.0,4,1500078,2012.0
71677,C,5,5.0, ,1500079,2012.0
71682,E,3,4.0, ,1500081,2012.0
71687,C,5,5.0, ,1500085,2012.0
71692,2,-,5.0, ,1500091,2012.0
71696,8,9,5.0, ,1500096,2012.0
71700,E,3,4.0, ,1500098,2012.0
71708,B,6,4.0, ,1500099,2012.0
71713,F,7,5.0, ,1500101,2012.0
71718,C,3,4.0, ,1500105,2012.0
71726,8,9,4.0, ,1500108,2012.0
71729,H,6,4.0,3,1500109,2012.0
71734,B,1,5.0,1,1500111,2012.0
71739,2,7,5.0, ,1500116,2012.0
71743,B,6,5.0,1,1500118,2012.0
71748,2,5,5.0, ,1500121,2012.0
71752,E,3,5.0,1,1500127,2012.0
71757,2,3,5.0, ,1500128,2012.0
71761,E,3,5.0,1,1500129,2012.0
71766,B,1,5.0,1,1500130,2012.0
71771,C,5,4.0, ,1500135,2012.0
71777,B,1,4.0,1,1500136,2012.0
71783,B,6,4.0,3,1500139,2012.0
71788,2,5,5.0, ,1500147,2012.0
71792,B,6,5.0,3,1500150,2012.0
71797,A,6,5.0,1,1500170,2012.0
71802,H,6,5.0, ,1500188,2012.0
71807,E,3,4.0, ,1500215,2012.0
71812,8,9,5.0, ,1500222,2012.0
71815,E,3,4.0,1,1500228,2012.0
71820,E,3,5.0,3,1500239,2012.0
71825,8,9,4.0, ,1500324,2012.0
71829,F,6,5.0,3,1500340,2012.0
71834,D,3,5.0, ,1500379,2012.0
71839,E,3,5.0,3,1500383,2012.0
71844,6,6,4.0,3,1500390,2012.0
71848,E,3,4.0, ,1503174,2012.0
71853,E,3,4.0,3,1500409,2013.0
71858,H,6,4.0,1,1500411,2013.0
71864,B,6,5.0, ,1500413,2013.0
71869,G,2,4.0, ,1500414,2013.0
71874,B,6,4.0,1,1500420,2013.0
71880,E,5,5.0,1,1500423,2013.0
71885,B,1,4.0,1,1500424,2013.0
71890,B,1,5.0,1,1500425,2013.0
71895,B,1,5.0,4,1500426,2013.0
71900,C,5,5.0, ,1500428,2013.0
71905,C,3,5.0, ,1500432,2013.0
71910,B,1,4.0,1,1500433,2013.0
71915,B,6,4.0,1,1500434,2013.0
71920,D,6,5.0,1,1500435,2013.0
71925,F,6,5.0,3,1500437,2013.0
71930,B,1,5.0,1,1500438,2013.0
71935,C,5,5.0, ,1500441,2013.0
71940,A,6,4.0,1,1500451,2013.0
71945,3,0,4.0,1,1500454,2013.0
71949,B,1,5.0,1,1500461,2013.0
71954,H,6,4.0,1,1500464,2013.0
71959,B,6,5.0,1,1500467,2013.0
71964,B,6,5.0,1,1500472,2013.0
71969,E,3,5.0, ,1500479,2013.0
71976,F,7,4.0, ,1500484,2013.0
71981,E,3,4.0,1,1500486,2013.0
71986,C,5,5.0,3,1500493,2013.0
71991,E,3,4.0,3,1500500,2013.0
71996,C,5,5.0,1,1500513,2013.0
72001,3,0,4.0,1,1500522,2013.0
72005,G,4,5.0, ,1500537,2013.0
72010,2,5,5.0, ,1500544,2013.0
72016,E,3,4.0,1,1500556,2013.0
72021,C,5,5.0, ,1500696,2013.0
72026,2,5,4.0, ,1500697,2013.0
72030,B,6,4.0,1,1500699,2013.0
72035,C,3,5.0, ,1500701,2013.0
72040,E,3,4.0, ,1500702,2013.0
72045,E,3,5.0,1,1500705,2013.0
72054,H,6,4.0, ,1500706,2013.0
72059,C,5,4.0, ,1500707,2013.0
72064,C,7,4.0, ,1500708,2013.0
72069,H,6,4.0,1,1500710,2013.0
72074,E,3,5.0,1,1500713,2013.0
72079,6,1,4.0,1,1500714,2013.0
72083,C,5,4.0, ,1500717,2013.0
72088,2,5,5.0, ,1500718,2013.0
72092,8,9,5.0, ,1500721,2013.0
72095,E,3,4.0, ,1500723,2013.0
72102,E,3,5.0, ,1500727,2013.0
72109,C,&,5.0, ,1500728,2013.0
72114,B,1,4.0,1,1500732,2013.0
72119,C,5,5.0, ,1500733,2013.0
72124,E,3,4.0, ,1500734,2013.0
72131,B,1,5.0,1,1500735,2013.0
72136,8,9,5.0, ,1500736,2013.0
72139,A,6,5.0,1,1500737,2013.0
72146,8,9,4.0, ,1500739,2013.0
72151,E,3,4.0, ,1500741,2013.0
72158,C,5,5.0, ,1500743,2013.0
72163,8,9,4.0, ,1500747,2013.0
72167,C,5,5.0, ,1500748,2013.0
72172,D,6,5.0,1,1500750,2013.0
72177,B,1,4.0,1,1500751,2013.0
72182,2,3,5.0, ,1500753,2013.0
72186,F,-,5.0, ,1500754,2013.0
72191,C,5,5.0, ,1500758,2013.0
72196,E,3,5.0, ,1500760,2013.0
72201,H,6,4.0,3,1500761,2013.0
72206,C,3,5.0, ,1500764,2013.0
72211,B,1,5.0,1,1500765,2013.0
72216,C,3,5.0, ,1500767,2013.0
72221,E,3,5.0,1,1500770,2013.0
72226,2,4,5.0, ,1500771,2013.0
72230,2,4,5.0, ,1500774,2013.0
72234,A,6,5.0,3,1500775,2013.0
72239,B,6,5.0, ,1500776,2013.0
72244,C,5,5.0,1,1500779,2013.0
72249,D,6,5.0,3,1500782,2013.0
72254,D,3,5.0,1,1500784,2013.0
72259,C,3,5.0, ,1500787,2013.0
72264,B,1,5.0,4,1500789,2013.0
72269,C,7,5.0, ,1500791,2013.0
72274,8,9,5.0, ,1500794,2013.0
72277,2,7,5.0, ,1500798,2013.0
72282,C,5,5.0, ,1500801,2013.0
72287,2,4,5.0, ,1500803,2013.0
72291,E,3,5.0, ,1500810,2013.0
72296,2,3,4.0, ,1500812,2013.0
72302,E,3,4.0,3,1500814,2013.0
72307,B,6,5.0,1,1500817,2013.0
72312,E,3,4.0, ,1500819,2013.0
72322,E,3,4.0,1,1500821,2013.0
72328,B,6,4.0,1,1500823,2013.0
72334,E,3,4.0,3,1500828,2013.0
72339,8,9,5.0, ,1500840,2013.0
72342,6,6,4.0, ,1500841,2013.0
72346,8,9,5.0, ,1500843,2013.0
72349,D,6,4.0, ,1500849,2013.0
72354,B,6,4.0,3,1500851,2013.0
72359,2,5,4.0, ,1500853,2013.0
72363,E,3,4.0, ,1500855,2013.0
72368,B,6,4.0,1,1500858,2013.0
72373,B,1,5.0,1,1500859,2013.0
72379,B,6,5.0,1,1500862,2013.0
72384,B,6,4.0, ,1500867,2013.0
72391,2,5,5.0, ,1500869,2013.0
72395,B,6,5.0,3,1500872,2013.0
72400,2,-,5.0, ,1500875,2013.0
72405,E,3,4.0,1,1500878,2013.0
72410,B,6,4.0,1,1500879,2013.0
72415,B,6,4.0,5,1500883,2013.0
72420,F,-,5.0,1,1500885,2013.0
72425,B,6,4.0, ,1500886,2013.0
72431,8,9,5.0, ,1500888,2013.0
72434,H,6,4.0,5,1500895,2013.0
72440,C,3,4.0, ,1500897,2013.0
72446,E,3,4.0,1,1500899,2013.0
72453,B,1,4.0,1,1500907,2013.0
72458,2,-,5.0, ,1500909,2013.0
72462,C,3,5.0, ,1500913,2013.0
72467,B,6,5.0,1,1500914,2013.0
72474,C,5,5.0, ,1500917,2013.0
72479,C,3,5.0, ,1500918,2013.0
72484,E,3,5.0, ,1500920,2013.0
72489,8,9,5.0,1,1500923,2013.0
72492,8,9,5.0,3,1500924,2013.0
72495,H,6,4.0,5,1500927,2013.0
72500,E,3,4.0, ,1500929,2013.0
72505,&,8,4.0, ,1500932,2013.0
72509,8,9,5.0, ,1500933,2013.0
72512,6,3,4.0,3,1500936,2013.0
72516,8,9,4.0,3,1500937,2013.0
72519,E,3,4.0, ,1500939,2013.0
72524,F,5,4.0, ,1500943,2013.0
72529,C,5,4.0, ,1500944,2013.0
72536,C,5,5.0, ,1501008,2013.0
72541,2,5,5.0,3,1501019,2013.0
72545,B,1,5.0,1,1501044,2013.0
72551,C,3,5.0, ,1501053,2013.0
72556,E,3,4.0,1,1501056,2013.0
72563,C,5,5.0, ,1501067,2013.0
72568,E,3,5.0, ,1501074,2013.0
72573,8,9,5.0, ,1501094,2013.0
72578,E,3,5.0,1,1501120,2013.0
72583,E,3,4.0, ,1501147,2013.0
72589,B,6,5.0, ,1501151,2013.0
72594,E,3,4.0, ,1501160,2013.0
72601,D,6,5.0,1,1501161,2013.0
72606,B,1,4.0,1,1501165,2013.0
72611,3,0,4.0,1,1501166,2013.0
72615,3,0,4.0,1,1501175,2013.0
72619,E,3,4.0,1,1501179,2013.0
72625,B,6,4.0, ,1501184,2013.0
72630,B,6,5.0,3,1501186,2013.0
72635,B,6,5.0, ,1501191,2013.0
72640,B,1,4.0,3,1501193,2013.0
72645,B,6,5.0,1,1501195,2013.0
72650,E,3,5.0,1,1501197,2013.0
72655,B,6,5.0,3,1501201,2013.0
72660,B,1,5.0,1,1501202,2013.0
72665,B,1,5.0,1,1501205,2013.0
72670,2,3,5.0, ,1501209,2013.0
72674,E,3,5.0, ,1501210,2013.0
72679,B,6,4.0,1,1501211,2013.0
72684,C,3,4.0,1,1501212,2013.0
72691,C,5,5.0, ,1501213,2013.0
72696,B,6,5.0,1,1501215,2013.0
72701,C,3,4.0, ,1501218,2013.0
72706,B,6,4.0,3,1501224,2013.0
72711,E,3,4.0,5,1501226,2013.0
72717,B,1,4.0,1,1501228,2013.0
72722,H,6,4.0,3,1501230,2013.0
72727,C,3,5.0, ,1501232,2013.0
72734,E,3,4.0,3,1501233,2013.0
72739,C,5,4.0, ,1501236,2013.0
72746,H,6,4.0,1,1501239,2013.0
72752,B,1,4.0,1,1501240,2013.0
72757,C,3,5.0, ,1501241,2013.0
72762,E,3,5.0,6,1501243,2013.0
72767,2,3,5.0, ,1501247,2013.0
72771,B,6,5.0, ,1501248,2013.0
